,question_id,db_id,question,gold_sql,predicted_sql,both_executed,results_equal,gold_error,pred_error,model_name,model_engine,gen_type,dataset_path,n_examples,instructions_level,experiment_id
49,50,unknown,"date of birth refers to drivers.dob; The larger the birthday value, the younger the person is, and vice versa; Japanese refers to nationality = 'Japanese'; age = YEAR(CURRENT_TIMESTAMP) - YEAR(dob);
How old is the youngest Japanese driver? What is his name?","SELECT STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', dob), forename , surname FROM drivers WHERE nationality = 'Japanese' ORDER BY dob DESC LIMIT 1","SELECT forename, surname, EXTRACT(YEAR FROM AGE(CURRENT_TIMESTAMP, dob))::INT AS age 
FROM drivers 
WHERE nationality = 'Japanese' 
ORDER BY dob DESC 
LIMIT 1",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
50,51,unknown,"full name refers to first_name, last_name; first paid dues refers to MIN(received_date) where source = 'Dues'
Who was the first one paid his/her dues? Tell the full name.","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.source = 'Dues' ORDER BY T2.date_received LIMIT 1","SELECT m.first_name, m.last_name 
FROM member m 
JOIN income i ON m.member_id = i.link_to_member 
WHERE i.source = 'Dues' AND i.date_received = (SELECT MIN(date_received) FROM income WHERE source = 'Dues')",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
51,52,unknown,In which years did Lewis Hamilton participate in a Formula_1 race?,SELECT DISTINCT T1.year FROM races AS T1 INNER JOIN results AS T2 ON T2.raceId = T1.raceId INNER JOIN drivers AS T3 ON T3.driverId = T2.driverId WHERE T3.forename = 'Lewis' AND T3.surname = 'Hamilton',SELECT DISTINCT T1.year FROM races AS T1 INNER JOIN results AS T2 ON T1.race_id = T2.race_id INNER JOIN drivers AS T3 ON T2.driver_id = T3.driver_id WHERE T3.forename = 'Lewis' AND T3.surname = 'Hamilton' ORDER BY T1.year,True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
52,53,unknown,"Difference in no. of committed crimes between 2 regions = Total no. of committed crimes in 1996 in north Bohemia - Total no. of committed crimes in 1996 in e ast Bohemia. A3 refers to region. Data about no. of committed crimes 1996 appears in A16
What was the difference in the number of crimes committed in East and North Bohemia in 1996?","SELECT SUM(IIF(A3 = 'east Bohemia', A16, 0)) - SUM(IIF(A3 = 'north Bohemia', A16, 0)) FROM district","SELECT 
  SUM(CASE WHEN ""a3"" = 'north Bohemia' THEN ""a16"" ELSE 0 END) - 
  SUM(CASE WHEN ""a3"" = 'east Bohemia' THEN ""a16"" ELSE 0 END) 
FROM 
  district 
WHERE 
  ""a3"" IN ('north Bohemia', 'east Bohemia')",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
53,54,unknown,"Directly funded schools refers to FundingType = 'Directly Funded'
Between 1/1/2000 to 12/31/2005, how many directly funded schools opened in the county of Stanislaus?","SELECT COUNT(School) FROM schools WHERE strftime('%Y', OpenDate) BETWEEN '2000' AND '2005' AND County = 'Stanislaus' AND FundingType = 'Directly funded'","SELECT COUNT(*) 
FROM schools 
WHERE funding_type = 'Directly Funded' 
AND county = 'Stanislaus' 
AND open_date::DATE BETWEEN '2000-01-01'::DATE AND '2005-12-31'::DATE",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
54,55,unknown,"blood glucose (GLU) index that were within normal range refers to GLU < 180; data that was first recorded in 1991 refers to year(Description) = 1991;
List each patient's ID and blood glucose (GLU) index that were within normal range for patient's whose data was first recorded in 1991.","SELECT DISTINCT T1.ID, T2.GLU FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', T1.`First Date`) = '1991' AND T2.GLU < 180","SELECT DISTINCT p.id, l.glu 
FROM patient p 
JOIN laboratory l ON p.id = l.id 
WHERE EXTRACT(YEAR FROM p.first_date) = 1991 
AND l.glu < 180",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
55,56,unknown,"coordinate position/location refers to lat, lng; Abu Dhabi Grand Prix refers to races.name = 'Abu Dhabi Grand Prix'
Give the coordinate position for Abu Dhabi Grand Prix.","SELECT DISTINCT T1.lat, T1.lng FROM circuits AS T1 INNER JOIN races AS T2 ON T2.circuitID = T1.circuitId WHERE T2.name = 'Abu Dhabi Grand Prix'","SELECT c.lat, c.lng 
FROM circuits c 
JOIN races r ON c.circuit_id = r.circuit_id 
WHERE r.name = 'Abu Dhabi Grand Prix'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
56,57,unknown,"infinite power refers to power = '*';
How many cards have infinite power?",SELECT COUNT(*) FROM cards WHERE power = '*',SELECT COUNT(*) FROM cards WHERE power = '*',True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
57,58,unknown,"budget category refers to category; events located at refers to location; type = 'Guest Speaker'; 0 budget spent refers to spent = 0; 
What are the budget category of the events located at MU 215 and a guest speaker type with a 0 budget spent?","SELECT DISTINCT T2.category, T1.type FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'","SELECT T1.category 
FROM budget AS T1 
INNER JOIN event AS T2 
ON T1.link_to_event = T2.event_id 
WHERE T2.location = 'MU 215' AND T2.type = 'Guest Speaker' AND T1.spent = 0",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
58,59,unknown,"label = '-' means molecules are non-carcinogenic
Among the molecules which contain ""c"" element, which of them are not carcinogenic?",SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'c' AND T2.label = '-',"SELECT DISTINCT m.molecule_id 
FROM molecule m 
WHERE m.molecule_id IN (
  SELECT a.molecule_id 
  FROM atom a 
  WHERE a.element = 'c'
) 
AND m.label = '-'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
59,60,unknown,What is the phone number of the school that has the highest average score in Math?,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,"SELECT T2.phone 
FROM satscores AS T1 
JOIN schools AS T2 ON T1.cds = T2.cds_code 
WHERE T1.rtype = 'S' 
AND T1.avg_scr_math = (SELECT MAX(avg_scr_math) FROM satscores WHERE rtype = 'S')",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
60,61,unknown,"""Examples for teaching: Correlation does not mean causation"" is the Title of post; user who last edited refers to LastEditorUserId
What is the display name of the user who last edited the post ""Examples for teaching: Correlation does not mean causation""?",SELECT T2.DisplayName FROM posts AS T1 INNER JOIN users AS T2 ON T1.LastEditorUserId = T2.Id WHERE T1.Title = 'Examples for teaching: Correlation does not mean causation',"SELECT u.display_name 
FROM posts p 
JOIN users u ON p.last_editor_user_id = u.id 
WHERE p.title = 'Examples for teaching: Correlation does not mean causation'",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
61,62,unknown,"unconverted mana refer to manaCost; Rob Alexander refer to artist
What is the  unconverted mana do all the cards created by Rob Alexander cost in total?",SELECT manaCost FROM cards WHERE artist = 'Rob Alexander',SELECT SUM(converted_mana_cost) FROM cards WHERE artist = 'Rob Alexander',True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
62,63,unknown,"Frequency = 'POPLATEK TYDNE' referes to weekly statement
How many loan accounts are for pre-payment of duration of 24 months with weekly issuance of statement.",SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id WHERE T2.duration = 24 AND T1.frequency = 'POPLATEK TYDNE',"SELECT COUNT(DISTINCT l.account_id) 
FROM loan l 
JOIN account a ON l.account_id = a.account_id 
WHERE l.duration = 24 AND a.frequency = 'POPLATEK TYDNE'",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
63,64,unknown,"age are 30 years old and below refers to SUBTRACT(datetime(CURRENT_TIMESTAMP,'localtime'), datetime(birthday) < 31)
Calculate the total home team goal scored by players whose age are 30 years old and below.","SELECT SUM(t2.home_team_goal) FROM Player AS t1 INNER JOIN match AS t2 ON t1.player_api_id = t2.away_player_1 WHERE datetime(CURRENT_TIMESTAMP, 'localtime') - datetime(T1.birthday) < 31","SELECT SUM(T1.home_team_goal) 
FROM match AS T1 
INNER JOIN player AS T2 
ON T1.home_team_api_id = T2.player_api_id OR T1.away_team_api_id = T2.player_api_id 
WHERE EXTRACT(YEAR FROM AGE(CURRENT_TIMESTAMP, T2.birthday)) <= 30 
AND T2.player_api_id IN (T1.home_player_1, T1.home_player_2, T1.home_player_3, T1.home_player_4, T1.home_player_5, T1.home_player_6, T1.home_player_7, T1.home_player_8, T1.home_player_9, T1.home_player_10, T1.home_player_11)",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
64,65,unknown,"For the client who applied 98832 USD loan in 1996/1/3, when was his/her birthday?",SELECT T4.birth_date FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T1.date = '1996-01-03' AND T1.amount = 98832,"SELECT T1.birth_date 
FROM client AS T1 
JOIN disp AS T2 ON T1.client_id = T2.client_id 
JOIN account AS T3 ON T2.account_id = T3.account_id 
JOIN loan AS T4 ON T3.account_id = T4.account_id 
WHERE T4.amount = 98832 AND T4.date = '1996-01-03'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
65,66,unknown,"LDH beyond normal range refers to LDH > '500';
List the patient ID, sex and birthday of patient with LDH beyond normal range.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH > 500","SELECT DISTINCT p.id, p.sex, p.birthday 
FROM patient p 
JOIN laboratory l ON p.id = l.id 
WHERE l.ldh > 500;",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
66,67,unknown,"expansion type refers to type where type = 'commander'; totalSetSize: The total number of cards in the set, including promotional and related supplemental products but excluding Alchemy modifications; highest total number of cards refers to MAX(totalSetSize)
Among the sets whose expansion type is Commander, which set has the highest total number of cards including promotional and related supplemental products but excluding Alchemy modifications? Indicate the id of the set.",SELECT id FROM sets WHERE type = 'commander' ORDER BY totalSetSize DESC LIMIT 1,SELECT id FROM sets WHERE type = 'commander' ORDER BY total_set_size DESC LIMIT 1,True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
67,68,unknown,"how strong refers to attribute_value WHERE attribute_name = 'Strength'; the Hulk refers to superhero_name = 'Hulk';
How strong is the Hulk?",SELECT T2.attribute_value FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id WHERE T1.superhero_name = 'Hulk' AND T3.attribute_name = 'Strength',"SELECT T2.attribute_value FROM superhero AS T1 
INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id 
INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id 
WHERE T1.superhero_name = 'Hulk' AND T3.attribute_name = 'Strength';",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
68,69,unknown,"vampire superheroes refers to race = 'Vampire'
How many vampire superheroes are there?",SELECT COUNT(T1.superhero_name) FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Vampire',SELECT COUNT(*) FROM superhero WHERE race_id = (SELECT id FROM race WHERE race = 'Vampire'),True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
69,70,unknown,"full name refers to team_long_name; away team refers to away_team_api_id; scored the most goals refers to MAX(away_team_goal)
Please provide the full name of the away team that scored the most goals.",SELECT t2.team_long_name FROM Match AS t1 INNER JOIN Team AS t2 ON t1.away_team_api_id = t2.team_api_id ORDER BY t1.away_team_goal DESC LIMIT 1,SELECT T1.team_long_name FROM team AS T1 INNER JOIN match AS T2 ON T1.team_api_id = T2.away_team_api_id WHERE T2.away_team_goal = (SELECT MAX(away_team_goal) FROM match),True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
70,71,unknown,"District refers to column A2; when the account type = 'OWNER', it's eligible for loans
Please list the accounts whose district is Tabor that are eligible for loans.",SELECT T2.account_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'OWNER' AND T1.A2 = 'Tabor',"SELECT T1.account_id 
FROM account AS T1 
JOIN disp AS T2 ON T1.account_id = T2.account_id 
JOIN district AS T3 ON T1.district_id = T3.district_id 
WHERE T3.a2 = 'Tabor' AND T2.type = 'OWNER';",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
71,72,unknown,"diagnosed with SLE refers to Diagnosis = 'SLE'; The larger the birthday value, the younger the person is, and vice versa; normal hemoglobin level refers to 10 < HGB < 17;
Among the patients who were diagnosed with SLE, who is the oldest with normal hemoglobin level. Provide the ID and sex.","SELECT T1.ID, T1.SEX FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'SLE' AND T2.HGB > 10 AND T2.HGB < 17 ORDER BY T1.Birthday ASC LIMIT 1","SELECT T1.id, T1.sex 
FROM patient AS T1 
JOIN examination AS T2 ON T1.id = T2.id 
JOIN laboratory AS T3 ON T1.id = T3.id 
WHERE T2.diagnosis = 'SLE' AND T3.hgb > 10 AND T3.hgb < 17 
ORDER BY T1.birthday 
LIMIT 1;",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
72,73,unknown,"element = 'cl' means Chlorine; element = 'c' means Carbon; element = 'h' means Hydrogen; element = 'o' means Oxygen, element = 's' means Sulfur; element = 'n' means Nitrogen, element = 'p' means Phosphorus, element = 'na' means Sodium, element = 'br' means Bromine, element = 'f' means Fluorine; element = 'i' means Iodine; element = 'sn' means Tin; element = 'pb' means Lead; element = 'te' means Tellurium; element = 'ca' means Calcium
Name the atoms' elements that form bond TR000_2_3.",SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR000_2_3',"SELECT DISTINCT T1.element 
FROM atom AS T1 
INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id OR T1.atom_id = T2.atom_id2 
INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id 
WHERE T3.bond_id = 'TR000_2_3'",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
73,74,unknown,"born in 1971 refers to year(dob) = 1971; has the fastest lap time refers to fastestLapTime has values
Which drivers who were born in 1971 and has the fastest lap time on the race? Give id and code of these drivers.","SELECT T2.driverId, T2.code FROM results AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE STRFTIME('%Y', T2.dob) = '1971' AND T1.fastestLapTime IS NOT NULL","SELECT T1.driver_id, T1.code 
FROM drivers AS T1 
INNER JOIN results AS T2 
ON T1.driver_id = T2.driver_id 
WHERE EXTRACT(YEAR FROM T1.dob) = 1971 
AND T2.fastest_lap_time = (SELECT MIN(fastest_lap_time) FROM results)",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
74,75,unknown,Which driver has the fastest lap time? Please give their forenames and surnames.,"SELECT T2.forename, T2.surname, T1.fastestLapTime FROM results AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE T1.fastestLapTime IS NOT NULL ORDER BY T1.fastestLapTime ASC LIMIT 1","SELECT T1.forename, T1.surname FROM drivers AS T1 INNER JOIN lap_times AS T2 ON T1.driver_id = T2.driver_id WHERE T2.milliseconds = (SELECT MIN(milliseconds) FROM lap_times)",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
75,76,unknown,"commented with webiste refers to the value contains 'http://'
List the creation date and age of the user that commented with webiste.","SELECT T2.CreationDate, T2.Age FROM comments AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.text LIKE '%http://%'","SELECT DISTINCT u.creation_date, u.age 
FROM users u 
JOIN comments c ON u.id = c.user_id 
WHERE c.text LIKE '%http://%' OR u.website_url LIKE '%http://%'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
76,77,unknown,"Angel of Mercy' is the name of card;
cards are not directly linked to language but through table 'set'. you need to add set in covered table & rephrase your question
What are the languages available for the set that card 'Angel of Mercy' is in?",SELECT language FROM set_translations WHERE id IN ( SELECT id FROM cards WHERE name = 'Angel of Mercy' ),"SELECT DISTINCT T2.language 
FROM cards AS T1 
INNER JOIN set_translations AS T2 
ON T1.set_code = T2.set_code 
WHERE T1.name = 'Angel of Mercy'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
77,78,unknown,"AVG(id); releaseDate BETWEEN 1/1/2012 AND 12/31/2015; the common language refers to MAX(COUNT(language))
What is the annual average number of sets that were released between 1/1/2012 to 12/31/2015? Indicate the common langugage of the card.","SELECT (CAST(SUM(T1.id) AS REAL) / COUNT(T1.id)) / 4, T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.id WHERE T1.releaseDate BETWEEN '2012-01-01' AND '2015-12-31' GROUP BY T1.releaseDate ORDER BY COUNT(T2.language) DESC LIMIT 1","SELECT AVG(total_set_size) AS annual_avg_sets, 
       (SELECT language FROM set_translations GROUP BY language ORDER BY COUNT(*) DESC LIMIT 1) AS common_language 
FROM sets 
WHERE release_date BETWEEN '2012-01-01' AND '2015-12-31'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
78,79,unknown,"'President' is a position of Student Club
Which department was the President of the club in?",SELECT T2.department FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.position = 'President',"SELECT DISTINCT m.department 
FROM member mem 
JOIN major m ON mem.link_to_major = m.major_id 
WHERE mem.position = 'President'",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
79,80,unknown,"total amount spent = SUM(spent) where category = 'Speaker Gifts'
Calculate the total amount spent on speaker gifts and list the name of the event they were spent on.","SELECT SUM(T1.spent), T2.event_name FROM budget AS T1 INNER JOIN event AS T2 ON T1.link_to_event = T2.event_id WHERE T1.category = 'Speaker Gifts' GROUP BY T2.event_name","SELECT T2.event_name, SUM(T1.spent) AS total_spent 
FROM budget T1 
JOIN event T2 ON T1.link_to_event = T2.event_id 
WHERE T1.category = 'Speaker Gifts' 
GROUP BY T2.event_name",True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
80,81,unknown,"long name for the team refers to team_long_name; team_short_name = 'GEN';
What's the long name for the team GEN?",SELECT team_long_name FROM Team WHERE team_short_name = 'GEN',SELECT team_long_name FROM team WHERE team_short_name = 'GEN',True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
81,82,unknown,"more than 10 views refers to Views > 10; created after the year 2013 refers to year (CreationDate) > 2013
How many users with more than 10 views created their account after the year 2013?","SELECT COUNT(id) FROM users WHERE STRFTIME('%Y', CreationDate) > '2013' AND Views > 10",SELECT COUNT(*) FROM users WHERE views > 10 AND EXTRACT(YEAR FROM creation_date) > 2013,True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
82,83,unknown,"hydrogen refers to element = 'h'; label = '+' mean molecules are carcinogenic; triple bond refers to bond_type = '#'; percentage = DIVIDE(SUM(label = '+'), COUNT(molecule_id)) * 100.0 where element = 'h' AND bond_type = '#';
Calculate the percentage of carcinogenic molecules with triple bonded Hidrogen atoms.",SELECT CAST(SUM(CASE WHEN T1.label = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T2.element = 'h',"SELECT SUM(CASE WHEN m.label = '+' THEN 1 ELSE 0 END)::NUMERIC * 100.0 / COUNT(DISTINCT m.molecule_id) 
FROM molecule m 
JOIN atom a ON m.molecule_id = a.molecule_id 
JOIN connected c ON a.atom_id = c.atom_id 
JOIN bond b ON c.bond_id = b.bond_id 
WHERE a.element = 'h' AND b.bond_type = '#'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
83,84,unknown,"in French refers to language = 'French'; cards without power refers to power IS NULL OR power = '*'; percentage = DIVIDE(COUNT(language = 'French' and power is NULL or power = '*'), COUNT( power is NULL or power = '*'))*100
What percentage of cards without power are in French?",SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',"SELECT ROUND(COUNT(*) FILTER (WHERE f.language = 'French') * 100.0 / COUNT(*), 2) 
FROM foreign_data f 
JOIN cards c ON f.uuid = c.uuid 
WHERE c.power IS NULL OR c.power = '*'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
84,85,unknown,"name of card  = 'Ancestor''s Chosen' ;
What is the border color of card ""Ancestor's Chosen""?",SELECT DISTINCT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',SELECT border_color FROM cards WHERE name = 'Ancestor''s Chosen',True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
85,86,unknown,"average = AVG(weight_kg); aliens refers to race = 'Alien';
Find the average weight of the heroes who are aliens.",SELECT CAST(SUM(T1.weight_kg) AS REAL) / COUNT(T1.id) FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T2.race = 'Alien',SELECT AVG(weight_kg) FROM superhero WHERE race_id = (SELECT id FROM race WHERE race = 'Alien'),True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
86,87,unknown,"Provide the related post title of ""How to tell if something happened in a data set which monitors a value over time"".",SELECT T3.Title FROM postLinks AS T1 INNER JOIN posts AS T2 ON T1.PostId = T2.Id INNER JOIN posts AS T3 ON T1.RelatedPostId = T3.Id WHERE T2.Title = 'How to tell if something happened in a data set which monitors a value over time',SELECT T2.title FROM post_links AS T1 INNER JOIN posts AS T2 ON T1.related_post_id = T2.id INNER JOIN posts AS T3 ON T1.post_id = T3.id WHERE T3.title = 'How to tell if something happened in a data set which monitors a value over time',True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
87,88,unknown,"female refers to sex = 'F'; total protein not within the normal range refers to TP < '6.0' or TP > '8.5'; calculation = DIVIDE((ID where sex = 'F' and TP < '6.0' or TP > '8.5'), COUNT(ID)) * 100
What is the percentage of female patient had total protein not within the normal range?",SELECT CAST(SUM(CASE WHEN T1.SEX = 'F' AND (T2.TP < 6.0 OR T2.TP > 8.5) THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'F',"SELECT (COUNT(DISTINCT p.id) FILTER (WHERE p.sex = 'F' AND (l.tp < 6.0 OR l.tp > 8.5)) * 100.0) / COUNT(DISTINCT p.id) 
FROM patient p 
JOIN laboratory l ON p.id = l.id",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
88,89,unknown,"abnormal white blood cell count refers to WBC < = 3.5 or WBC > = 9.0;
List the patient ID, sex and birthday who has abnormal white blood cell count. Group them by sex and list the patient by age in ascending order.","SELECT DISTINCT T1.ID, T1.SEX, T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.WBC <= 3.5 OR T2.WBC >= 9.0 GROUP BY T1.SEX,T1.ID ORDER BY T1.Birthday ASC","SELECT p.id, p.sex, p.birthday 
FROM patient p 
JOIN laboratory l ON p.id = l.id 
WHERE l.wbc <= 3.5 OR l.wbc >= 9.0 
GROUP BY p.sex, p.id, p.birthday 
ORDER BY p.sex, EXTRACT(YEAR FROM AGE(CURRENT_DATE, p.birthday)) ASC;",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
89,90,unknown,"'2012/8/24' can be represented by '2012-08-24'; expense and the consumption has the similar meaning.
For the customer who paid 124.05 in 2012/8/24, how much did he/she spend during the January of 2012? And what is the date and expenses exactly?","SELECT T1.CustomerID, T2.Date, T2.Consumption FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08-24' AND T1.Price = 124.05 AND T2.Date = '201201'","SELECT T2.date, T2.consumption 
FROM transactions_1k AS T1 
JOIN yearmonth AS T2 ON T1.customer_id = T2.customer_id 
WHERE T1.customer_id = (
    SELECT customer_id 
    FROM transactions_1k 
    WHERE date::date = '2012-08-24' AND price * amount = 124.05
) 
AND T2.date LIKE '2012-01%'",True,False,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
90,91,unknown,Which constructor has the highest point?,SELECT T2.name FROM constructorStandings AS T1 INNER JOIN constructors AS T2 on T1.constructorId = T2.constructorId ORDER BY T1.points DESC LIMIT 1,SELECT T1.name FROM constructors AS T1 INNER JOIN constructor_standings AS T2 ON T1.constructor_id = T2.constructor_id ORDER BY T2.points DESC LIMIT 1,True,True,,,llama-4-maverick,rits,postgres,data/generated/bird_dev_enriched.json,100,2,llama-4-maverick_postgres_2
